Rk,Class,Unnamed: 2,Player,Team,Conf,Minutes_Avg,PRPG,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,Unnamed: 21,3P/100,3P,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Last_5_Avg_FP,Opp_Def_Rank
592,Sr,6-5,Roddy Gayle Jr.,Michigan,B10,21.880000000000003,2.4,7.9,118.8,19.7,55.1,59.6,4.9,11.3,12.9,15.3,2.2,2.6,38.0,43-72,0.597,5.7,11-36,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,7
593,Jr,6-0,Ty-Laur Johnson,San Diego,WCC,26.639999999999997,2.4,1.8,103.5,28.7,48.1,53.5,2.5,9.1,28.6,17.7,1.0,4.4,33.5,62-130,0.477,7.3,19-58,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,107
594,Jr,6-7,Tavion Banks,Iowa,B10,20.48,2.4,4.8,116.4,24.4,58.2,62.4,10.6,18.9,11.0,18.5,2.0,3.0,56.1,48-84,0.571,2.6,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,225
595,Fr,6-1,Jaylen Petty,Texas Tech,B12,26.400000000000002,2.4,3.7,121.9,14.5,53.1,56.7,2.0,13.3,10.1,11.2,0.2,1.6,17.7,12-32,0.375,10.9,32-81,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,64
596,Jr,6-5,Leon Bond III,Northern Iowa,MVC,33.0,2.4,4.0,112.7,19.8,56.4,58.1,3.8,17.4,12.6,10.1,3.3,1.4,26.3,49-96,0.51,7.0,26-60,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,24
597,Fr,6-7,Dillan Shaw,Saint Mary's,WCC,23.480000000000004,2.4,7.4,125.3,14.9,59.8,60.7,5.8,16.1,12.7,15.2,2.7,2.2,16.5,19-37,0.514,9.1,26-60,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,77
598,Jr,6-5,Jimmie Williams,Duquesne,A10,26.48,2.4,4.0,115.5,23.5,56.8,59.4,3.1,15.9,17.2,14.6,0.3,3.5,26.6,47-75,0.627,11.3,27-79,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,232
599,Jr,6-8,Evan Chatman,UAB,Amer,27.080000000000002,2.4,3.9,128.1,14.3,54.1,58.7,9.0,25.8,6.3,7.6,2.2,1.6,62.8,30-47,0.638,5.3,11-39,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,79
600,Jr,6-3,Anthony Robinson II,Missouri,SEC,30.68,2.4,4.0,113.6,20.1,50.0,53.5,3.8,10.7,21.5,16.8,1.6,4.1,45.9,42-80,0.525,6.4,17-55,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,167
601,Jr,6-0,Connor Sevilla,UC Davis,BW,31.8,2.4,0.1,116.8,18.0,59.5,64.5,1.4,6.8,5.7,14.0,0.0,1.3,35.6,26-53,0.491,10.0,35-79,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,270
602,Jr,6-4,Kobi Williams,Missouri St.,CUSA,34.64,2.4,-0.1,114.7,18.2,51.3,58.8,3.1,6.0,7.8,14.4,1.0,1.9,57.3,15-36,0.417,10.6,30-81,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,78
603,Jr,6-9,Baye Ndongo,Georgia Tech,ACC,19.28,2.4,5.7,110.9,24.0,58.6,59.1,13.5,18.8,19.9,18.9,4.8,2.2,33.6,62-106,0.585,1.7,4-10,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,197
604,Jr,7-2,Zvonimir Ivisic,Illinois,B10,17.16,2.4,13.2,132.8,17.1,68.1,67.5,7.4,24.1,3.9,12.5,14.2,0.9,31.3,26-30,0.867,10.7,19-50,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,345
605,Jr,6-8,KyeRon Lindsay-Martin,UAB,Amer,22.799999999999997,2.4,2.5,123.3,19.7,56.9,59.9,13.6,14.5,3.2,10.6,4.2,1.5,39.4,62-109,0.569,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,202
606,Sr,6-3,Marcus Banks,Massachusetts,MAC,32.56,2.4,2.7,114.7,20.2,54.3,57.2,1.1,8.4,10.0,10.7,0.0,2.2,22.3,38-78,0.487,13.7,51-133,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,62
607,Sr,6-9,Harry Rouhliadeff,Hawaii,BW,20.560000000000002,2.4,5.9,123.5,19.8,60.5,63.4,9.9,11.0,10.6,14.8,2.6,1.1,29.1,28-46,0.609,8.3,16-40,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,95
608,So,6-4,Nyle Ralph-Beyer,Sacred Heart,MAAC,23.119999999999997,2.4,1.6,120.5,19.3,59.4,61.6,4.0,11.0,5.1,11.5,0.6,1.0,16.0,21-50,0.42,13.9,43-94,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,219
609,Sr,6-6,DJ Patrick,UNC Asheville,BSth,31.560000000000002,2.4,0.8,124.1,13.9,59.3,62.1,3.4,9.4,5.2,11.4,0.2,1.5,22.1,10-29,0.345,10.2,38-84,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,327
610,Sr,6-5,Chase Ross,Marquette,BE,31.560000000000002,2.4,3.7,103.0,25.4,44.5,51.4,1.7,13.5,21.1,15.5,1.0,3.8,48.3,63-132,0.477,8.0,20-77,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,181
611,Sr,6-5,Chase Lowe,William & Mary,CAA,22.959999999999997,2.4,5.4,119.2,22.0,55.8,62.2,7.5,17.5,32.8,19.8,1.0,2.8,70.9,48-82,0.585,0.6,0-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,296
612,Sr,6-9,Leonardo Bettiol,Massachusetts,MAC,27.680000000000003,2.4,2.2,110.2,26.7,59.7,63.0,8.8,22.3,16.7,21.7,1.1,1.2,66.5,91-153,0.595,0.2,1-2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,176
613,Jr,6-9,Corneilous Williams,North Alabama,ASun,27.680000000000003,2.4,-1.6,117.9,19.4,56.8,61.6,12.1,23.7,3.6,15.4,3.5,1.0,76.5,46-81,0.568,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,51
614,So,6-5,Ben Bradford,Charlotte,Amer,26.519999999999996,2.4,0.7,109.4,26.6,47.4,54.4,3.6,11.1,15.0,16.2,0.3,2.9,46.4,53-103,0.515,7.7,13-50,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,46
615,So,6-8,Torey Alston,Middle Tennessee,CUSA,27.319999999999997,2.4,2.7,109.1,22.9,54.0,59.4,8.0,22.6,8.7,18.8,5.4,1.3,64.0,54-94,0.574,1.0,0-6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,255
616,So,6-1,Isaac Williams,Baylor,B12,21.200000000000003,2.4,2.7,117.6,20.7,57.4,59.5,1.5,8.6,25.1,19.1,2.9,1.9,46.6,40-72,0.556,3.0,7-16,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,145
617,Fr,6-8,Andrew Alekseyenko,Colgate,Pat,28.84,2.4,-0.2,107.2,27.3,50.3,54.8,6.9,16.0,15.8,15.0,0.3,1.4,33.5,60-120,0.5,6.8,17-50,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,234
618,Sr,6-9,Malik Dia,Mississippi,SEC,25.639999999999997,2.4,1.0,103.1,31.3,48.2,52.4,9.9,22.0,8.3,14.2,4.8,1.6,41.5,75-154,0.487,5.6,12-39,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,82
619,Sr,6-6,Mahmoud Fofana,Cal St. Northridge,BW,30.039999999999996,2.4,1.4,122.9,15.4,62.9,62.8,10.9,15.9,8.5,13.6,2.4,1.8,45.5,69-107,0.645,0.6,1-5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,7
620,Sr,6-5,Morgan Safford,Kent St.,MAC,32.08,2.4,1.3,117.1,19.2,51.6,55.9,6.5,12.8,9.9,12.7,2.3,1.4,36.1,26-58,0.448,11.3,36-97,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,111
621,Jr,6-6,Joe Nugent,Holy Cross,Pat,29.24,2.4,0.3,119.7,17.7,56.5,60.5,5.6,10.3,5.0,8.6,0.3,1.5,24.4,26-44,0.591,10.9,29-79,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,312
622,Jr,6-3,Aidan Burke,UC San Diego,BW,27.799999999999997,2.4,1.7,124.4,15.4,58.8,61.0,3.8,10.1,12.6,11.7,0.3,1.5,24.5,24-34,0.706,9.5,24-68,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,316
623,So,6-2,Deuce Jones II,Saint Joseph's,A10,16.919999999999998,2.4,2.4,104.1,31.4,44.7,52.5,3.8,11.5,27.2,17.4,0.8,2.7,52.2,31-65,0.477,10.9,13-48,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,270
624,Sr,6-9,Caden Powell,Baylor,B12,21.560000000000002,2.4,2.4,127.1,14.7,64.6,63.9,17.1,20.1,5.8,16.4,3.4,0.7,91.7,31-47,0.66,0.2,0-1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,176
625,Sr,6-2,Zach Bloch,Northern Colorado,BSky,33.480000000000004,2.4,2.6,119.9,16.6,60.8,62.9,0.8,9.6,12.9,15.0,0.0,2.7,23.8,16-37,0.432,11.0,42-93,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,224
626,Jr,6-8,Gavin Griffiths,Temple,Amer,26.560000000000002,2.4,8.5,115.7,19.3,59.3,59.4,3.9,15.7,10.0,12.6,9.5,2.9,9.0,21-43,0.488,13.8,39-91,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,329
627,Sr,6-3,Ty Harper,Oral Roberts,Sum,26.68,2.4,1.1,102.7,30.7,46.2,52.8,3.7,7.9,21.3,15.7,0.5,2.4,41.2,48-108,0.444,10.5,24-74,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,148
628,Jr,6-7,Rich Rolf,Youngstown St.,Horz,27.880000000000003,2.4,3.7,128.1,15.4,58.0,60.5,6.0,12.7,12.4,10.6,1.2,1.9,15.9,31-52,0.596,8.3,23-61,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,88
629,Jr,6-7,Yann Farell,Sacred Heart,MAAC,28.32,2.4,-0.0,123.9,15.8,62.3,64.6,4.9,13.2,6.4,13.8,0.5,1.8,35.2,22-40,0.55,9.9,36-82,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,234
630,Jr,6-4,Khaden Bennett,Wyoming,MWC,25.4,2.4,4.2,119.1,19.3,46.2,54.9,7.3,13.9,16.5,15.3,0.0,3.3,48.6,26-58,0.448,6.9,15-47,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,204
631,Sr,6-2,Preston Ruedinger,Green Bay,Horz,34.4,2.4,0.4,116.6,17.9,53.1,57.0,2.4,10.4,28.4,15.9,0.5,1.3,24.0,25-59,0.424,7.7,29-70,0.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,248
632,So,6-9,Drew Scharnowski,Belmont,MVC,21.0,2.4,6.4,113.2,25.6,71.6,65.6,13.4,19.9,15.8,21.3,8.2,2.2,77.9,73-100,0.73,0.6,1-4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,230
633,Sr,6-3,Jaylin Henderson,Portland St.,BSky,37.8,2.4,-0.3,101.8,29.1,43.5,50.5,1.4,9.7,30.8,19.1,1.6,2.3,45.9,56-117,0.479,7.0,12-53,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,315
634,Jr,6-4,KJ Lewis,Georgetown,BE,29.04,2.4,4.3,103.8,28.2,43.4,51.0,5.5,15.4,20.7,14.8,2.4,4.2,54.3,62-143,0.434,5.5,13-45,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,353
635,So,5-11,Ben Hammond,Virginia Tech,ACC,26.560000000000002,2.4,3.8,113.7,21.5,45.6,53.6,1.0,6.6,21.4,13.2,0.5,3.4,48.0,48-110,0.436,4.7,13-38,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,253
636,Sr,6-3,Will Johnston,Richmond,A10,24.8,2.3,1.6,123.7,18.6,56.7,60.7,1.2,9.9,18.1,10.6,0.3,0.9,24.4,24-56,0.429,10.0,32-71,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,243
637,Sr,6-9,AJ Casey,Evansville,MVC,26.48,2.3,3.0,111.9,21.7,56.9,60.8,9.7,14.0,11.1,16.3,2.0,2.5,47.2,61-104,0.587,2.6,6-19,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,20
638,Sr,6-3,Jaehshon Thomas,Drake,MVC,23.599999999999998,2.3,1.7,117.1,21.0,58.0,60.0,1.0,6.7,15.5,10.2,0.7,1.5,24.0,35-72,0.486,8.8,25-53,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,243
639,Jr,6-2,Camren Hunter,Central Arkansas,ASun,30.439999999999998,2.3,2.6,106.2,27.5,51.6,54.0,4.1,10.1,16.2,12.5,0.9,2.3,24.0,72-134,0.537,10.6,28-87,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,42
640,Sr,6-0,Mason Gibson,Texas A&M Corpus Chr,Slnd,23.480000000000004,2.3,5.1,119.8,18.8,56.4,59.2,2.2,7.0,10.3,8.8,0.4,2.3,29.8,20-46,0.435,9.9,22-48,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,13
641,So,6-4,C.J. O'Hara,Green Bay,Horz,32.0,2.3,0.2,115.2,19.6,59.2,62.1,4.6,13.8,8.7,13.8,1.2,1.7,56.9,71-116,0.612,1.6,4-14,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,232
642,Sr,6-7,Kael Robinson,Northern Kentucky,Horz,26.28,2.3,3.4,116.2,25.1,60.5,62.6,6.2,14.4,14.0,18.9,1.7,2.2,19.2,44-84,0.524,12.6,42-93,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,361
643,So,6-3,Boogie Fland,Florida,SEC,29.48,2.3,4.5,111.6,19.4,45.5,50.5,3.0,5.2,18.7,16.6,0.6,3.2,35.0,49-88,0.557,7.9,15-69,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,320
644,Jr,6-9,Caleb Walker,Air Force,MWC,22.959999999999997,2.3,2.6,115.9,23.3,73.3,68.8,9.5,17.8,10.7,17.3,3.1,1.3,72.4,77-104,0.74,0.2,0-1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,117
645,So,6-10,Aiden Sherrell,Alabama,SEC,19.4,2.3,7.0,119.2,19.1,59.3,58.7,12.0,15.4,5.8,13.3,11.7,1.5,39.2,44-67,0.657,5.1,9-30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,6
646,So,6-5,Ishan Sharma,Saint Louis,A10,21.04,2.3,3.8,132.2,15.1,56.9,60.6,3.5,10.7,7.5,6.8,0.0,1.4,27.7,7-13,0.538,13.9,31-81,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,193
647,Sr,6-2,Biko Johnson,Idaho,BSky,29.439999999999998,2.3,1.9,111.4,23.4,48.5,53.6,4.1,11.3,17.9,13.6,0.3,3.3,44.3,26-58,0.448,11.1,25-73,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,276
648,Sr,6-2,Ja'Juan Carr,Elon,CAA,25.08,2.3,0.4,121.6,20.0,50.5,54.0,5.1,7.8,31.6,15.7,1.3,1.2,38.6,36-73,0.493,4.2,10-28,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,51
649,Fr,7-0,Johann Grünloh,Virginia,ACC,22.919999999999998,2.3,6.8,123.4,18.0,57.9,56.2,14.9,16.8,7.3,10.5,11.7,1.4,41.6,45-70,0.643,4.9,9-31,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,136
650,Jr,6-6,Cayden Vasko,Wofford,SC,31.400000000000002,2.3,0.5,123.3,17.8,47.9,51.3,5.0,10.6,24.9,7.5,0.9,2.4,18.8,30-64,0.469,9.7,26-80,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,130
651,Sr,5-10,Colin Porter,Liberty,CUSA,32.0,2.3,0.6,113.4,17.6,58.9,62.9,0.3,8.0,15.3,18.0,0.0,2.7,24.8,25-42,0.595,8.5,23-59,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,351
652,Sr,6-7,Nigel Burris,Weber St.,BSky,21.16,2.3,2.2,123.9,19.8,61.5,66.1,9.0,16.8,4.8,15.8,1.0,1.7,44.8,44-69,0.638,4.7,10-27,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,39
653,Sr,6-3,Davian Brown,Montana St.,BSky,24.28,2.3,3.0,117.4,22.5,54.1,57.5,4.2,11.7,11.4,11.5,0.3,1.7,27.6,20-40,0.5,14.4,31-83,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,60
654,So,6-4,Jase Butler,Colorado St.,MWC,21.519999999999996,2.3,2.7,126.5,17.5,60.4,63.6,6.1,10.3,10.0,13.2,0.4,1.7,49.4,21-35,0.6,8.1,17-42,0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,246
655,So,6-7,Blake Harper,Creighton,BE,19.52,2.3,4.3,116.5,23.3,51.9,58.8,5.7,19.0,14.4,14.4,0.5,1.9,57.1,35-71,0.493,6.0,13-34,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,161
656,Jr,6-4,A'lahn Sumler,Charleston Southern,BSth,28.680000000000003,2.3,2.5,111.7,25.9,55.8,56.8,3.7,10.9,23.0,14.5,0.4,1.5,31.8,70-130,0.538,8.0,27-68,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,226
657,Sr,6-5,Rylan Griffen,Texas A&M,SEC,20.52,2.3,8.0,124.0,18.6,63.5,66.6,3.7,7.3,19.1,20.4,1.7,4.5,36.5,22-32,0.688,10.1,26-64,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,136
658,So,6-0,Sharron Young,Akron,MAC,19.84,2.3,2.4,128.7,18.0,51.2,57.0,4.0,11.2,16.3,9.9,0.4,2.4,33.3,16-29,0.552,10.9,18-55,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,342
659,Sr,6-4,Justin Allen,Green Bay,Horz,23.0,2.3,0.7,111.4,27.0,52.4,58.0,2.5,12.9,10.2,10.3,0.7,1.8,44.6,61-101,0.604,7.7,11-47,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,14
660,Sr,6-10,Lee Dort,California,ACC,24.24,2.3,3.1,124.3,16.9,62.8,65.4,10.5,24.6,9.2,16.0,5.3,0.9,64.1,49-78,0.628,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.049999999999997,106
