Rk,Player,,,Team,Conf,Min%,PRPG!,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Jr,6-3,Naithan George,Syracuse,ACC,76.6,1.9,2.4,103.1,22.2,47.5,55.5,2.3,8.5,29.9,26.5,0.8,2.9,51.2,35-73,.479,5.7,15-48,.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Jr,6-5,Garwey Dual,McNeese St.,Slnd,63.1,1.8,4.2,109.9,21.0,50.0,52.9,5.2,8.4,27.7,20.8,2.4,4.7,23.8,37-69,.536,5.4,9-32,.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Sr,6-8,Isaiah Gaines,Southeastern Louisia,Slnd,69.8,1.8,0.5,112.4,19.1,56.1,58.2,8.2,14.7,13.8,14.2,3.8,1.9,66.3,55-92,.598,0.9,0-6,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Sr,6-4,Eli King,North Dakota,Sum,76.5,1.8,2.8,109.9,20.3,48.6,52.1,4.2,16.5,11.2,8.0,2.9,4.6,35.0,56-105,.533,7.8,20-72,.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Sr,6-1,Dylan Williamson,Towson,CAA,92.6,1.8,-0.5,103.0,22.8,47.9,48.9,1.1,6.4,18.6,16.9,0.4,1.5,6.8,57-117,.487,12.3,37-118,.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,So,6-9,Luke Wilson,Appalachian St.,SB,68.7,1.8,2.3,114.8,19.0,64.3,61.3,8.7,19.9,4.8,13.2,6.7,0.8,122.6,54-84,.643,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,So,6-3,Mikey Williams,Sacramento St.,BSky,89.4,1.8,-2.0,96.0,30.4,41.0,48.8,2.3,6.2,26.3,17.0,0.8,1.8,48.5,60-140,.429,6.8,13-54,.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,So,6-4,Austin Swartz,Creighton,BE,47.5,1.8,5.0,109.3,23.1,57.7,57.3,1.5,14.1,15.1,14.1,0.8,2.4,2.8,28-49,.571,16.9,36-93,.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Sr,6-8,Kimani Hamilton,UNLV,MWC,69.0,1.8,-0.7,104.3,24.3,46.7,52.1,9.2,9.6,14.8,16.7,0.6,2.7,52.2,53-104,.510,4.5,7-32,.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Fr,6-9,Emmett Adair,Loyola MD,Pat,43.0,1.8,-4.8,111.8,25.0,51.8,54.7,13.5,12.1,12.7,13.4,1.3,0.9,13.8,40-65,.615,9.8,11-44,.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,So,6-4,Roberts Blums,Davidson,A10,50.3,1.8,2.7,112.2,24.4,55.7,59.1,2.0,15.2,9.7,12.3,0.0,1.4,37.7,29-53,.547,12.2,23-61,.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Fr,6-6,Roman Siulepa,Pittsburgh,ACC,58.6,1.8,0.8,110.0,20.6,52.1,51.8,10.4,10.6,5.9,10.2,2.2,2.3,37.0,47-83,.566,5.8,10-36,.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Sr,6-8,Lamin Sabally,Iona,MAAC,73.9,1.8,3.5,108.4,21.7,54.6,56.6,9.1,19.9,18.9,19.2,2.0,3.6,54.6,77-133,.579,0.8,0-8,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Sr,6-4,Zaire Williams,Mercer,SC,70.2,1.8,0.9,112.2,19.3,51.4,53.7,4.3,8.3,9.1,11.2,0.3,3.0,13.6,24-53,.453,12.5,32-87,.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Sr,6-3,Elijah Jamison,Norfolk St.,MEAC,72.7,1.8,-0.0,99.8,28.6,48.2,52.3,1.7,9.4,20.3,17.3,0.3,1.2,34.2,63-141,.447,6.5,19-49,.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Sr,6-8,Elijah Saunders,Maryland,B10,73.0,1.8,1.0,115.3,14.4,53.6,56.7,7.3,11.7,5.8,15.1,0.7,1.1,25.0,30-60,.500,6.3,20-52,.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,So,6-9,Zack Davidson,Northern Arizona,BSky,51.6,1.8,-0.8,104.4,27.5,59.7,58.4,8.5,14.1,9.4,16.3,0.0,1.6,48.1,63-105,.600,0.6,1-3,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Sr,6-5,Ilias Kamardine,Mississippi,SEC,73.8,1.8,3.1,104.7,22.2,52.1,54.8,2.0,11.2,26.7,21.4,2.1,2.8,28.9,44-82,.537,7.5,20-60,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Sr,6-5,Braxton Stacker,Southeast Missouri S,OVC,73.6,1.8,-0.4,109.8,20.9,46.9,52.8,3.4,10.9,10.2,11.0,1.7,2.0,36.1,36-74,.486,9.5,21-70,.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Sr,6-8,Brandon Noel,Ohio St.,B10,47.1,1.8,3.1,121.1,16.5,66.4,67.4,7.9,15.0,8.8,19.8,1.2,0.8,21.4,42-56,.750,2.9,3-14,.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Sr,6-2,Julian Mackey,FIU,CUSA,53.5,1.8,2.8,111.6,23.7,56.5,59.3,1.2,9.9,13.0,15.9,1.3,3.0,44.9,29-54,.537,10.5,21-53,.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Sr,7-0,Ugonna Onyenso,Virginia,ACC,41.3,1.8,9.2,127.9,16.8,56.0,59.1,9.5,21.0,5.1,9.1,16.7,1.8,38.7,36-57,.632,3.9,4-18,.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Sr,6-1,Bradley Douglas,James Madison,SB,70.2,1.8,-2.5,103.7,27.0,50.0,54.7,1.3,6.2,31.0,22.0,0.2,1.7,40.5,40-85,.471,9.4,26-73,.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,So,6-2,Styles Phipps,Pepperdine,WCC,87.0,1.8,0.1,101.2,24.0,45.5,52.2,7.0,15.3,31.4,21.6,0.8,1.9,51.8,62-127,.488,3.9,9-39,.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Sr,6-6,Johan Nziemi,Longwood,BSth,57.7,1.8,-0.1,112.7,21.8,44.7,55.8,10.4,19.0,14.3,16.3,1.7,2.3,88.3,39-82,.476,1.9,2-12,.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Jr,6-4,David Terrell Jr.,North Texas,Amer,79.0,1.8,1.5,104.7,23.6,48.8,54.0,1.9,11.7,36.1,20.9,1.4,2.3,55.4,44-87,.506,4.6,10-34,.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Fr,7-1,Efe Demirel,Grand Canyon,MWC,51.9,1.8,2.5,121.3,17.9,64.0,66.4,13.6,16.8,3.9,18.7,4.3,0.9,45.3,48-75,.640,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Jr,7-1,Aaron Bradshaw,Memphis,Amer,42.9,1.8,0.7,112.9,21.3,58.3,61.0,12.9,8.0,5.5,19.2,2.8,1.5,52.6,38-64,.594,3.0,5-14,.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Sr,6-6,Markhi Strickland,North Dakota St.,Sum,62.8,1.8,0.9,110.8,23.0,60.6,59.4,7.0,11.6,9.9,16.6,1.7,2.3,41.5,86-142,.606,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Jr,6-9,TJ Power,Penn,Ivy,87.0,1.8,0.6,103.8,22.4,51.5,53.1,5.2,19.1,14.8,17.3,1.7,1.4,28.1,46-101,.455,8.2,28-70,.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,So,6-10,Jovan Milicevic,Xavier,BE,57.2,1.8,1.1,105.1,23.3,52.6,54.2,7.7,13.2,10.9,13.5,2.7,1.1,24.0,27-70,.386,12.0,36-84,.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,So,6-3,All Wright,Xavier,BE,57.9,1.8,0.3,117.3,14.7,54.8,57.2,1.0,7.7,16.7,9.6,0.3,1.7,17.1,23-52,.442,7.5,23-53,.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Jr,6-9,Brigham Rogers,Belmont,MVC,47.5,1.8,3.4,123.9,16.5,71.3,69.1,8.0,13.6,10.8,17.8,4.1,1.2,17.2,62-87,.713,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Jr,6-10,Egan Shields,Northern Colorado,BSky,46.8,1.8,0.2,121.6,18.3,64.3,66.7,10.1,24.0,9.0,18.5,1.1,0.2,76.8,36-56,.643,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Jr,6-2,Wes Enis,South Florida,Amer,74.3,1.8,-0.2,108.6,19.1,50.5,51.6,1.7,9.4,10.6,13.3,0.2,1.0,11.6,21-50,.420,16.2,50-140,.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Jr,6-7,Jordan Pyke,Incarnate Word,Slnd,70.8,1.8,-0.3,106.0,23.5,48.4,52.3,5.1,20.5,10.8,13.1,1.3,1.5,44.9,48-95,.505,5.2,9-32,.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,So,6-6,Tomas Thrastarson,Washington St.,WCC,48.3,1.8,0.5,107.8,21.2,52.7,58.1,5.2,17.2,9.4,19.2,1.8,0.7,50.5,31-57,.544,6.4,12-36,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Fr,5-10,Uriah Tenette,New Mexico,MWC,64.0,1.8,2.2,110.2,19.2,49.2,52.4,3.3,7.5,12.9,11.6,0.0,2.8,20.3,33-70,.471,8.6,20-58,.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Sr,6-5,Straton Rogers,Eastern Washington,BSky,59.0,1.8,-1.0,125.9,11.8,58.3,60.1,10.5,16.0,7.4,13.4,0.0,2.5,15.2,37-63,.587,0.5,1-3,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Jr,6-7,Noah Pagotto,East Texas A&M,Slnd,53.2,1.8,-0.6,119.6,16.5,57.6,62.0,9.1,13.8,8.6,12.8,2.0,1.8,27.1,40-69,.580,2.8,6-16,.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Sr,6-2,Mikale Stevenson,Purdue Fort Wayne,Horz,77.3,1.8,-1.0,101.1,27.7,49.3,53.1,2.1,13.6,22.2,16.3,1.0,2.7,26.5,63-126,.500,9.1,25-78,.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Jr,6-4,Simeon Wilcher,Texas,SEC,53.1,1.8,2.6,113.5,20.0,49.5,56.5,2.8,10.2,16.2,20.2,1.6,2.0,34.7,17-44,.386,9.5,21-54,.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Sr,6-10,Elijah Malone,Colorado,B12,42.7,1.8,3.1,125.7,17.4,60.7,63.4,10.9,14.8,11.1,15.3,2.9,2.0,31.4,38-64,.594,1.2,3-6,.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Fr,6-3,Marcus Wilson,UC Davis,BW,64.6,1.8,-0.3,109.6,21.6,51.0,57.4,1.0,11.9,27.3,19.3,0.6,1.6,39.0,31-63,.492,6.5,15-42,.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Fr,6-4,Cayden Boozer,Duke,ACC,51.9,1.8,3.7,116.2,17.8,53.2,57.7,0.7,10.1,25.6,20.9,0.7,2.7,45.5,26-46,.565,5.2,10-31,.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,So,6-6,Angelo Ciaravino,Northwestern,B10,53.3,1.8,2.4,119.4,14.5,58.3,57.9,6.2,15.1,11.5,10.1,3.6,0.9,29.2,36-51,.706,3.9,4-21,.190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,So,6-0,Quel'Ron House,Southern Illinois,MVC,70.2,1.8,1.3,103.1,24.9,49.7,52.4,2.3,8.7,20.5,16.7,0.5,2.9,22.5,84-167,.503,2.4,6-20,.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Fr,7-0,Ivan Juric,Penn St.,B10,61.3,1.8,-1.0,114.5,17.6,61.5,62.6,6.0,15.2,3.5,16.2,1.2,0.9,59.3,41-61,.672,4.5,10-30,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Sr,6-9,Paul Otieno,Saint Louis,A10,41.3,1.8,3.3,127.4,17.0,56.3,61.3,12.0,14.3,6.7,12.8,5.2,1.3,46.9,33-61,.541,0.7,2-3,.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Jr,6-4,Josh Smith,West Georgia,ASun,66.5,1.8,-1.7,104.3,28.8,44.0,48.7,2.0,5.2,16.5,8.9,0.6,1.8,33.0,45-110,.409,12.2,26-81,.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,So,6-0,Redd Thompson Jr.,Longwood,BSth,48.4,1.8,0.4,114.0,25.6,54.7,60.6,3.3,9.0,24.2,19.5,0.0,0.9,39.7,26-45,.578,13.1,25-71,.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Sr,7-0,Harlan Obioha,West Virginia,B12,50.7,1.8,3.8,118.5,18.1,54.7,56.7,14.5,19.0,10.6,14.4,4.0,1.1,76.6,35-64,.547,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Sr,6-8,Sheldon Williams,Texas A&M Corpus Chr,Slnd,65.3,1.8,0.6,106.3,23.6,50.8,52.2,9.7,21.6,8.4,11.0,1.5,1.1,35.3,50-99,.505,3.7,7-20,.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Fr,6-0,Eli Ellis,South Carolina,SEC,62.2,1.8,1.1,112.4,20.0,47.2,53.1,2.5,9.8,15.9,10.3,0.2,2.1,33.6,41-76,.539,7.2,12-49,.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Sr,5-11,Eli Beard,Drexel,CAA,68.6,1.8,1.8,114.6,18.0,55.2,57.4,1.0,9.2,19.1,16.1,0.5,2.6,17.9,23-54,.426,10.5,34-80,.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Jr,6-8,Rashaud Marshall,Austin Peay,ASun,66.8,1.8,0.3,114.2,20.1,59.6,59.1,11.2,14.7,6.4,12.9,4.8,2.1,66.0,56-94,.596,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Sr,6-2,Jakevion Buckley,New Orleans,Slnd,80.8,1.8,-0.6,97.0,27.5,46.3,52.0,3.8,13.6,32.1,26.5,0.6,3.0,47.4,57-130,.438,5.0,16-45,.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,So,6-5,Isaiah Elohim,Florida Atlantic,Amer,67.9,1.8,0.7,112.1,18.0,51.9,53.4,3.0,11.8,6.4,9.1,1.1,1.2,30.6,41-89,.461,6.1,19-45,.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,So,6-3,Isaac Asuma,Minnesota,B10,78.6,1.8,2.5,108.0,19.6,47.2,51.4,3.2,10.7,26.9,17.2,2.1,2.5,24.6,28-57,.491,10.2,26-85,.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Sr,6-3,Kasen Jennings,Appalachian St.,SB,81.5,1.8,0.0,103.7,24.8,45.8,50.1,2.4,10.9,16.0,12.3,0.5,2.0,28.6,51-127,.402,8.9,28-76,.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Sr,6-4,Lance Waddles,Nebraska Omaha,Sum,74.7,1.8,-0.3,105.9,23.2,54.5,55.2,3.5,15.1,15.8,15.1,0.3,1.6,20.5,41-76,.539,11.7,33-90,.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Jr,6-4,Jerone Morton,Washington St.,WCC,57.0,1.7,0.3,114.8,17.8,48.5,53.5,2.5,5.3,23.0,14.4,1.3,1.6,32.7,31-60,.517,5.7,11-38,.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Sr,6-11,Yohan Traore,Butler,BE,43.0,1.7,1.5,119.5,18.9,53.6,57.3,9.1,8.7,8.3,11.5,1.3,0.6,53.0,43-79,.544,0.8,1-4,.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,So,6-4,"Juan Cranford, Jr.",Eastern Kentucky,ASun,68.2,1.7,-1.4,107.0,23.1,54.8,57.1,2.5,8.8,11.2,18.1,1.1,1.4,15.1,22-46,.478,16.7,46-120,.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,So,6-2,L.J. Cason,Michigan,B10,43.9,1.7,7.5,113.1,19.6,60.5,61.1,1.4,10.0,19.2,21.2,0.0,2.6,32.1,25-41,.610,7.9,16-40,.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Sr,6-0,Juanse Gorosito,San Diego,WCC,62.3,1.7,1.7,108.8,21.7,50.6,54.2,2.5,10.3,17.2,12.5,0.3,2.8,21.4,30-72,.417,11.1,32-82,.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Sr,6-9,Dominic Parolin,Boise St.,MWC,43.7,1.7,4.3,120.3,16.4,40.9,55.1,14.6,19.3,7.8,12.8,3.9,1.6,97.7,15-33,.455,2.6,2-11,.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Jr,6-9,ND Okafor,Washington St.,WCC,56.2,1.7,1.6,107.5,23.3,59.7,60.5,10.6,21.4,5.2,20.3,9.2,1.8,36.3,74-124,.597,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Jr,6-6,Angel Montas Jr.,UMass Lowell,AE,50.7,1.7,2.5,110.3,22.6,56.4,56.6,3.8,16.4,15.0,13.2,2.0,2.6,22.9,50-84,.595,6.3,11-34,.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Sr,5-10,Albert Vargas,Robert Morris,Horz,64.4,1.7,-1.0,113.0,20.6,48.2,54.5,2.7,9.7,29.8,22.3,0.0,2.1,31.6,22-53,.415,8.8,22-61,.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Jr,6-10,Derek Vorst,Indiana St.,MVC,46.7,1.7,1.3,113.0,18.9,58.7,57.9,7.6,13.6,13.1,11.6,3.0,1.6,95.2,28-49,.571,2.8,6-14,.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Sr,6-4,Trey Campbell,Northern Iowa,MVC,83.2,1.7,3.7,100.7,25.0,48.0,51.5,2.2,9.7,24.9,15.3,0.7,3.6,28.1,39-79,.494,11.5,31-99,.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Jr,6-2,Nasir Whitlock,Lehigh,Pat,79.5,1.7,-2.1,97.3,30.4,47.3,53.4,1.5,11.1,17.7,17.9,0.0,2.3,40.5,58-131,.443,8.9,26-74,.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,So,6-6,Brady Shoulders,Mercer,SC,79.9,1.7,2.1,115.6,15.2,52.0,55.0,5.5,17.8,10.1,12.5,0.7,3.7,42.0,34-63,.540,4.7,12-37,.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Sr,6-8,Toby Harris,Iona,MAAC,59.9,1.7,1.5,114.0,19.7,59.5,62.5,1.8,13.9,4.5,13.7,1.4,0.9,16.5,22-41,.537,15.0,48-117,.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Jr,6-2,Kevon Vanderhorst,Drexel,CAA,72.3,1.7,-1.3,111.8,18.9,51.8,55.2,3.4,8.3,20.2,16.5,0.0,2.0,26.3,50-77,.649,7.5,14-60,.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Fr,5-10,Montana Wheeler,Bradley,MVC,56.2,1.7,0.2,112.6,20.7,53.2,54.3,2.0,5.4,27.4,13.6,0.0,1.5,22.6,33-63,.524,9.0,22-61,.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
